coscot,mrizk
1.12669165787765,4.3453691
0.843219091233166,4.3406400
0.282199727465738,4.3365162
0.097577763497247,4.3334356
0.060137221606286,4.3331754
0.000169610171468,4.3293600
0.041537475249734,4.3316558
0.073047805605432,4.3309059
