240    95   0  1
298   135   0  2
344   132   0  3
434   179   1  1
466   216   1  2
498   196   1  3
566   204   2  1
588   239   2  2
612   210   2  3
692   255   3  2
712   232   3  3
768   236   4  1
785   255   4  2
806   239   4  3
